URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1010.1,20201021,active,"2.16.840.1.113762.1.4.1010.1",SubstanceReactantForIntolerance,Substance Reactant for Intolerance,"Built for C-CDA 2.x The intention is that instance content will be determined from the concepts in this grouping value set but values will be determined by searching through the grouped value sets in priority order, and when a concept matching the intension (by preferred name or any synonym), only that particular concept identifer will be included, and not any additional similar or matching identifiers. In this way overlaps in concept representation will be resolved. The drug class value set aligns with work based on informative analysis of common reactants associated with intolerances. This will not be a full list of all drug classes. Does not include vaccines","StructureDefinition/SubstanceOrDeviceAllergyIntoleranceObservation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1010.2,20180122,active,"2.16.840.1.113762.1.4.1010.2",ClinicalSubstance,Clinical Substance,"Priority order for concept determination is RXNORM, UNII, SNOMED CT.  Actually a grouper of groupers: GROUPING value set made up of: UNION(  Value set: Medication Clinical Drug OID: 2.16.840.1.113762.1.4.1010.4   Value set: Substance Other Than Clinical Drug OID: 2.16.840.1.113762.1.4.1010.9 )","StructureDefinition/MedicationInformation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1010.4,20170601,active,"2.16.840.1.113762.1.4.1010.4",MedicationClinicalDrug,Medication Clinical Drug,"","StructureDefinition/MedicationInformation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1010.6,20230715,active,"2.16.840.1.113762.1.4.1010.6",CVXVaccinesAdministeredVaccineSet,CVX Vaccines Administered Vaccine Set,"","StructureDefinition/ImmunizationMedicationInformation","hl7.terminology.r4"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.24,20211119,active,"2.16.840.1.113762.1.4.1021.24",BirthSex,Birth Sex,"Scope updated 2021-11-18 to align with changes in USCore v5.0.0 BirthSex value set v4.1.0 and with US ISA https://www.healthit.gov/isa/representing-patient-sex-birth","StructureDefinition/BirthSexObservation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.30,20161010,active,"2.16.840.1.113762.1.4.1021.30",AdministrationUnitDoseForm,AdministrationUnitDoseForm,"2.16.840.1.113762.1.4.1021.30","StructureDefinition/PlannedMedicationActivity,StructureDefinition/MedicationActivity,StructureDefinition/ImmunizationActivity","hl7.terminology.r4"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.32,20220316,active,"2.16.840.1.113762.1.4.1021.32",GenderIdentity,Gender Identity,"Changed 2021-10-27 to grouping to include unknown and refused to answer. Also removed transgender codes.","StructureDefinition/GenderIdentityObservation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.46,20190606,active,"2.16.840.1.113762.1.4.1021.46",DeviceMagneticResonanceMRSafety,Device Magnetic resonance (MR) Safety,"","StructureDefinition/MRISafetyObservation","hl7.terminology.r4"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.47,20190606,active,"2.16.840.1.113762.1.4.1021.47",DeviceLatexSafety,Device Latex Safety,"","StructureDefinition/LatexSafetyObservation","hl7.terminology.r4"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.48,20190606,active,"2.16.840.1.113762.1.4.1021.48",ImplantableDeviceStatus,Implantable Device Status,"","StructureDefinition/ImplantableDeviceStatusObservation","hl7.terminology.r4"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1046.35,20221029,active,"2.16.840.1.113762.1.4.1046.35",HealthcareAgentOrProxyChoices,Healthcare Agent or Proxy Choices,"","StructureDefinition/AdvanceDirectiveObservation","LOINC"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1095.65,20180426,active,"2.16.840.1.113762.1.4.1095.65",NutritionRecommendationGrouping,Nutrition Recommendation Grouping,"","StructureDefinition/NutritionRecommendation",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1099.10,20230715,active,"2.16.840.1.113762.1.4.1099.10",CarePlanDocumentType,Care Plan Document Type,"Search.loinc query: Component:(Plan of care*) Class:Doc.Ontology  Based on DSTU Errata CCDA R2.1 #1048 Contains two codes one of which is deprecated","StructureDefinition/CarePlan","LOINC"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1099.11,20170914,active,"2.16.840.1.113762.1.4.1099.11",MedicationStatus,Medication Status,"DSTU Errata 1366 for CCDA R2.1","StructureDefinition/MedicationActivity","THO (V3)"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1099.12,20190521,active,"2.16.840.1.113762.1.4.1099.12",MedicationRoute,Medication Route,"","StructureDefinition/PlannedImmunizationActivity,StructureDefinition/PlannedMedicationActivity,StructureDefinition/MedicationActivity,StructureDefinition/ImmunizationActivity","SCT"
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1099.24,20230715,active,"2.16.840.1.113762.1.4.1099.24",ExtendedPregnancyStatus,Extended Pregnancy Status,"","StructureDefinition/PregnancyObservation","SCT"
